id,song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
7DZsH0df0GuULl0FGwXMfd,Misty,"""Groove"" Holmes",0.8059999942779541,0.5809999704360962,360986.0,0.5559999942779541,0.925000011920929,8.0,0.2179999947547912,-10.42199993133545,1.0,0.0542999990284442,93.47799682617188,4.0,0.3129999935626983
11Aldbvo6UCcVhBzv4oUdw,What Now My Love,"""Groove"" Holmes",0.648,0.562,327560.0,0.573,0.314,7.0,0.056,-10.972,1.0,0.0342,91.845,4.0,0.81
4KRLWRl1bFjnXhY5MgZWrM,May The Bird Of Paradise Fly Up Your Nose,"""Little"" Jimmy Dickens",0.7379999756813049,0.6600000262260437,151693.0,0.8009999990463257,1.0400000064691994e-05,4.0,0.6269999742507935,-8.446000099182129,1.0,0.1150000020861625,104.3740005493164,4.0,0.8669999837875366
,I Know I Know,"""Pookie"" Hudson",0.7379999756813049,0.6600000262260437,151693.0,0.8009999990463257,1.0400000064691994e-05,4.0,0.6269999742507935,-8.446000099182129,1.0,0.1150000020861625,104.3740005493164,4.0,0.8669999837875366
5r96TaQquRrlo3Ym3ZlSL2,Amish Paradise,"""Weird Al"" Yankovic",0.1030000001192092,0.7279999852180481,202920.0,0.4480000138282776,0.0,8.0,0.2669999897480011,-10.539999961853027,1.0,0.1720000058412552,80.9020004272461,4.0,0.4830000102519989
1gloYGAZI6eHp6MEPjLuL3,Canadian Idiot,"""Weird Al"" Yankovic",0.0020600000862032,0.5429999828338623,143040.0,0.6970000267028809,1.819999965846364e-06,8.0,0.3429999947547912,-9.211000442504885,1.0,0.0612000003457069,185.97799682617188,4.0,0.8610000014305115
0WuYuWhLws8VahMy2zLLRJ,Eat It,"""Weird Al"" Yankovic",0.0866,0.767,200627.0,0.8109999999999999,0.0,7.0,0.0684,-8.548,1.0,0.0766,147.423,4.0,0.858
4is3oF4FlWmedh3TK6Ke7z,Fat,"""Weird Al"" Yankovic",0.1659999936819076,0.8700000047683716,216066.0,0.5509999990463257,3.65999985660892e-05,6.0,0.0641999989748001,-10.562999725341797,0.0,0.0599999986588954,116.91600036621094,4.0,0.4090000092983246
022XE9RZVU3a9nULENXfnm,I Lost On Jeopardy,"""Weird Al"" Yankovic",0.3470000028610229,0.8870000243186951,208933.0,0.7689999938011169,8.789999810687732e-06,0.0,0.0507000014185905,-9.149999618530272,0.0,0.0496999993920326,113.26200103759766,4.0,0.8360000252723694
0uTSpsec5kXkNQQjzt6dIB,King Of Suede,"""Weird Al"" Yankovic",0.2709999978542328,0.7799999713897705,255373.0,0.8080000281333923,0.0,11.0,0.0957999974489212,-10.055999755859377,0.0,0.0381999984383583,128.5050048828125,4.0,0.5690000057220459
3XhyafaTVD6ViaRFIL4bNo,Like A Surgeon,"""Weird Al"" Yankovic",0.252,0.838,210627.0,0.6709999999999999,0.0,3.0,0.0559999999999999,-8.328,0.0,0.0346,126.012,4.0,0.961
76QlOaKjVbxqduVcwcQZWx,Ricky,"""Weird Al"" Yankovic",0.0659999996423721,0.5210000276565552,157066.0,0.8140000104904175,0.0,4.0,0.0868000015616417,-8.270000457763672,1.0,0.1080000028014183,153.7469940185547,4.0,0.972000002861023
3rREGSHjY1RmsTj81wL5X4,Smells Like Nirvana,"""Weird Al"" Yankovic",0.1430000066757202,0.5960000157356262,225133.0,0.7599999904632568,0.0017900000093504,6.0,0.2630000114440918,-8.217000007629395,1.0,0.0715000033378601,120.70099639892578,4.0,0.7310000061988831
60R2v9lheAu3lwZwAFxMZK,White & Nerdy,"""Weird Al"" Yankovic",0.0986000001430511,0.7910000085830688,170640.0,0.6129999756813049,0.0,1.0,0.0764999985694885,-11.628000259399414,0.0,0.0763000026345253,143.01699829101562,4.0,0.8960000276565552
4JqQWAr47pGEoaMArpA7Z3,Word Crimes,"""Weird Al"" Yankovic",0.0118,0.897,223120.0,0.43,0.0,7.0,0.0473,-12.759,1.0,0.0551,121.987,4.0,0.964
08zfRiERqpy7J0x8akk7zt,(God Must Have Spent) A Little More Time On You,'N Sync,0.4490000009536743,0.375,241493.0,0.5270000100135803,0.0,10.0,0.3050000071525574,-8.42199993133545,1.0,0.0507000014185905,167.24200439453125,4.0,0.3030000030994415
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,'N Sync,0.0309999994933605,0.6100000143051147,200400.0,0.9259999990463256,0.0012000000569969,8.0,0.0820999965071678,-4.8429999351501465,0.0,0.0478999987244606,172.63800048828125,4.0,0.8610000014305115
4CCUjYJPbSXLL23BFeBVbI,Gone,'N Sync,0.4300000071525574,0.7039999961853027,292000.0,0.4090000092983246,0.0,11.0,0.1089999973773956,-8.581000328063965,0.0,0.0597000010311603,113.86299896240234,4.0,0.4950000047683716
6aw26tMh7aY9S7rqQDDaIQ,I Drive Myself Crazy,'N Sync,0.0432999990880489,0.5619999766349792,240733.0,0.7179999947547913,0.0,9.0,0.1739999949932098,-6.551000118255615,1.0,0.0269000008702278,86.96399688720703,4.0,0.5099999904632568
221LRlPHPuevgE1tuUlof9,I Want You Back,'N Sync,0.0520999990403652,0.7509999871253967,200440.0,0.9390000104904176,0.000560000014957,8.0,0.4769999980926513,-3.305000066757202,0.0,0.0465999990701675,112.04100036621094,4.0,0.9049999713897704
2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,'N Sync,0.0406999997794628,0.6359999775886536,192426.0,0.8730000257492065,1.269999984288006e-06,0.0,0.0372000001370906,-4.671999931335449,0.0,0.0710000023245811,165.0709991455078,4.0,0.9079999923706056
0Jc8qF1mUPo1A96HE9QxZz,Pop,'N Sync,0.0340999998152256,0.7059999704360962,238426.0,0.8610000014305115,0.0,11.0,0.1270000040531158,-6.684000015258789,1.0,0.1539999991655349,119.9459991455078,4.0,0.9229999780654908
73q3FpQVXWk5eSUnyo83E4,Tearin' Up My Heart,'N Sync,0.0021100000012665,0.6869999766349792,209400.0,0.9179999828338624,1.2600000445672777e-05,7.0,0.3440000116825104,-4.676000118255615,1.0,0.0392000004649162,110.05999755859376,4.0,0.746999979019165
46n2EGFnPC3tzWCN1Aqe26,This I Promise You,'N Sync,0.3540000021457672,0.550000011920929,284760.0,0.5870000123977661,0.0,2.0,0.1280000060796737,-6.27899980545044,1.0,0.0329000018537044,165.97500610351562,4.0,0.4659999907016754
5smPCwVq1pp9b9mnhKRxQj,Music Of My Heart,'N Sync & Gloria Estefan,0.752,0.671,261975.0,0.292,0.00553,1.0,0.179,-13.687,0.0,0.0288,114.924,4.0,0.187
,Girlfriend,'N Sync Featuring Nelly,0.752,0.671,261975.0,0.292,0.00553,1.0,0.179,-13.687,0.0,0.0288,114.924,4.0,0.187
1Eiju3pTnKshhoLLzcR4b5,(Believed You Were) Lucky,'Til Tuesday,0.1850000023841858,0.6029999852180481,216426.0,0.6919999718666077,0.0,5.0,0.0855000019073486,-6.111000061035156,1.0,0.0309999994933605,124.34500122070312,4.0,0.375
6ZCkhQPdBtUzZPkkO1o9cx,Coming Up Close,'Til Tuesday,0.1809999942779541,0.3680000007152557,280000.0,0.4729999899864197,0.000250999990385,8.0,0.066500000655651,-14.942999839782717,1.0,0.031599998474121,80.18599700927734,4.0,0.2730000019073486
6cKVs98HYwa4yNqx8I6lFT,Looking Over My Shoulder,'Til Tuesday,0.0195000004023313,0.5709999799728394,257079.0,0.7279999852180481,2.8300000849412754e-06,0.0,0.8579999804496765,-9.33199977874756,1.0,0.0697999969124794,119.81999969482422,4.0,0.6620000004768372
0ZYf6N5eBeXStMri0mf3DZ,Voices Carry,'Til Tuesday,0.0282000005245208,0.5830000042915344,263573.0,0.5740000009536743,2.1400001060101204e-06,0.0,0.1140000000596046,-9.043999671936035,1.0,0.0239000003784894,104.99500274658205,4.0,0.578000009059906
5Abd8qlHxfliMmkggUCiSY,What About Love,'Til Tuesday,0.0606000013649463,0.5789999961853027,236266.0,0.5389999747276306,0.1850000023841858,7.0,0.0992999970912933,-13.572999954223633,0.0,0.0273000001907348,104.11399841308594,4.0,0.7960000038146973
1VpTwecl7EbQiGyVsvwFQE,When Your Heart Stops Beating,(+44),,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
