,index,song,artist,id,MISSING,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
927,7798,One In A Million,Eddie & The Tide,2x50KnFT8ftCazBjTEoX4U,MISSING,0.523,0.712,1,-8.777,0,0.0328,0.00476,0.00808,0.0722,0.511,132.506,257067,4
928,7804,Games That Lovers Play,Eddie Fisher,4t3lklr6YGeCK4MXfGkKBl,MISSING,0.409,0.485,11,-9.945,1,0.0456,0.683,0,0.224,0.401,119.962,153027,4
929,7805,People Like You,Eddie Fisher,6cahHUfSQDIB8i0Yx3srwx,MISSING,0.49,0.339,0,-8.351,1,0.0375,0.924,0,0.183,0.649,120.94,132773,4
930,7822,Bandit Of My Dreams,Eddie Hodges,2HzOTwIfaNsdsr1KVtuID7,MISSING,0.752,0.471,8,-11.308,1,0.0758,0.402,0,0.155,0.94,110.226,123333,4
931,7824,New Orleans,Eddie Hodges,6UFXM6kmOprPyYmbwiSSEy,MISSING,0.533,0.86,6,-7.596,1,0.154,0.497,0,0.228,0.842,162.518,167720,4
932,7906,They Don't Make Love Like They Used To,Eddy Arnold,5aiI6vcyhkkPmsTWsAu65t,MISSING,0.548,0.193,0,-15.686,1,0.0285,0.759,0.0337,0.114,0.39,93.296,190267,4
933,7908,What's He Doing In My World,Eddy Arnold,3zTl22OIX7lsqqHoq3xuoO,MISSING,0.305,0.299,7,-13.745,1,0.031,0.245,0.0028,0.0979,0.536,67.989,128773,4
934,7910,I Don't Wanna Dance,Eddy Grant,1BgqXYebLntiA4etMGoDJg,MISSING,0.954,0.435,11,-13.356,1,0.0916,0.182,2.95e-05,0.0897,0.9,123.602,200947,4
935,7928,Close Your Eyes,Edward Bear,0gFxjJvSVHbkvlrA5ErXYv,MISSING,0.303,0.436,5,-15.041,0,0.0682,0.432,2.1e-06,0.0952,0.484,161.434,178160,4
936,7930,"You, Me And Mexico",Edward Bear,6TrN11JReoddt2kXtx602X,MISSING,0.597,0.381,5,-13.272,1,0.029,0.0354,0.126,0.216,0.646,113.469,170440,4
937,7938,Back Street,Edwin Starr,3RkJsA0JxopALjE3Nkfrm7,MISSING,0.669,0.372,3,-13.457,1,0.044,0.817,0,0.199,0.963,139.342,168040,4
938,7954,Treasure Of Your Love,Eileen Rodgers,193VYSbs1du0k1leg5AXcw,MISSING,0.494,0.479,11,-8.258,0,0.0309,0.583,0.000139,0.28,0.535,97.826,171077,4
939,7997,Mongoose,Elephant's Memory,7vY6glCrnLZH3O5IJ7mkYV,MISSING,0.632,0.883,9,-8.939,1,0.0622,0.331,0.267,0.664,0.882,92.601,292552,4
940,8004,Forgive Me For Dreaming,Elisa Fiorillo,7cje1GTEFByjRcpdeyN3Xq,MISSING,0.574,0.387,3,-14.264,1,0.0312,0.314,0,0.0551,0.255,130.09,278173,4
941,8005,How Can I Forget You,Elisa Fiorillo,5d8byUVc57r4axH3JLbLAX,MISSING,0.668,0.686,1,-11.64,1,0.037,0.0552,6.81e-05,0.138,0.781,138.214,238980,4
942,8009,How High The Moon (Part 1),Ella Fitzgerald,4jz6SXZpa6794i9md9MxNs,MISSING,0.678,0.467,5,-5.177,0,0.101,0.814,0,0.11,0.624,112.844,195427,4
943,8019,What's A Matter Baby,Ellen Foley,0jmKKKt7Iuy14ZnJOGegsf,MISSING,0.58,0.853,4,-9.398,0,0.0319,0.0279,0.0134,0.11,0.898,117.112,219920,4
944,8021,Beating Heart,Ellie Goulding,74ShSWUO9MyQ12K5b9ToCf,MISSING,0.56,0.747,2,-5.998,0,0.0689,0.189,3.37e-06,0.109,0.242,127.941,212125,4
945,8027,Something In The Way You Move,Ellie Goulding,2VwsyCOfhWZg0cNUfLNptd,MISSING,0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,227423,4
946,8030,I Want You To Be My Baby,Ellie Greenwich,5w1urYjnY6qkn2vF4GQSmS,MISSING,0.582,0.739,11,-7.815,1,0.0383,0.674,0.00541,0.915,0.853,83.927,173627,4
947,8061,Healing Hands,Elton John,4oOx8R53SgRSLrVtRyKGFw,MISSING,0.63,0.778,11,-9.638,1,0.0297,0.00163,0.00022,0.391,0.529,112.023,237147,4
948,8073,Made In England,Elton John,6VmxhbNRCURgu8d5pEPRb8,MISSING,0.611,0.888,0,-8.463,1,0.0421,0.0356,0.00542,0.409,0.672,138.999,308107,4
949,8097,Cold Heart (PNAU Remix),Elton John & Dua Lipa,6zSpb8dQRaw0M1dK8PBwQz,MISSING,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
950,8103,My Boy,Elvie Shane,47fyYjbsfq48e3fUys4Xaa,MISSING,0.686,0.566,9,-5.977,1,0.0423,0.254,0,0.11,0.542,146.042,203381,4
951,8117,Blue Christmas,Elvis Presley,1v16egr5tA4qGdeY8Fiv1b,MISSING,0.487,0.29,4,-14.17,1,0.032,0.907,3.76e-05,0.12,0.609,93.699,129360,4
952,8175,Can't Help Falling In Love,Elvis Presley With The Jordanaires,0ghQkNDYLSl4GsqfkjTjWx,MISSING,0.678,0.163,2,-16.594,1,0.06,0.909,0.805,0.0949,0.507,139.914,169714,4
953,8216,Indescribably Blue,Elvis Presley With The Jordanaires and The Imperials Quartet,4TlNpP0LK0pRMGD9I8SXMy,MISSING,0.233,0.273,0,-15.955,1,0.0304,0.962,0.34,0.149,0.161,177.116,167467,4
954,8227,Moments,Emerson Drive,0cD8u4HSKXY8fYEqSxhUJb,MISSING,0.498,0.481,9,-8.04,1,0.0278,0.193,0,0.0868,0.303,141.911,298027,4
955,8234,Burning House,Emily Ann Roberts,4hgrcrkcaHtsdKU35RZyn6,MISSING,0.516,0.311,2,-5.842,1,0.0279,0.835,0,0.143,0.481,141.83,186853,4
956,8305,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",0ltIb83VBPvnGDKg7axXej,MISSING,0.71,0.878,6,-2.518,0,0.0964,0.0795,0,0.18,0.399,84.095,297173,4
957,8336,Goodbye My Friend,Engelbert Humperdinck,5jZ0ooFQg4qEobPNSJjomm,MISSING,0.474,0.32,11,-20.721,0,0.0381,0.548,0.00364,0.179,0.396,113.157,211560,4
958,8343,My Marie,Engelbert Humperdinck,0vOCSKMf7K0LiWLLXmpVjm,MISSING,0.546,0.422,9,-11.209,1,0.0263,0.441,0,0.16,0.441,90.168,187240,4
959,8344,Release Me (And Let Me Love Again),Engelbert Humperdinck,1kJ2VFimNH9RYxloaXNWde,MISSING,0.356,0.513,3,-7.658,1,0.0298,0.0737,0,0.672,0.572,108.054,167067,4
960,8349,This Moment In Time,Engelbert Humperdinck,3sWHFwTUKWTwETu4QmD8bb,MISSING,0.333,0.662,0,-7.61,0,0.0478,0.313,0.00453,0.261,0.278,83.416,251080,4
961,8356,In It For Love,England Dan & John Ford Coley,4aSsDBxNFqIjy4X8EsXXMF,MISSING,0.771,0.588,0,-11.379,1,0.0482,0.0435,0,0.318,0.958,124.54,218147,4
962,8367,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,4VCyTdIsmqFg67MfegAavM,MISSING,0.572,0.62,6,-14.875,0,0.0492,0.744,7.24e-06,0.0484,0.696,131.716,137347,4
963,8368,With My Eyes Wide Open I'm Dreaming,Enoch Light & The Light Brigade,1ilproUHpsC0KsfZjMBRmt,MISSING,0.504,0.083,2,-25.257,1,0.0452,0.979,0.906,0.128,0.399,115.66,144387,4
964,8398,Drowning In Your Eyes,Ephraim Lewis,2V7AlCtwsvWaondWeo1hvm,MISSING,0.689,0.419,5,-12.625,0,0.0369,0.239,0.012,0.169,0.529,110.446,306427,4
965,8405,Savin' Myself,Eria Fachin,0akxjbTfOeUjdT9FLDZvhY,MISSING,0.767,0.779,5,-5.104,1,0.0318,0.0631,3.73e-05,0.195,0.89,135.032,213410,4
966,8406,Juice (Know The Ledge),Eric B. & Rakim,4LXsPdBcHAuttD9mKyhA8a,MISSING,0.789,0.904,8,-8.386,1,0.15,0.0377,0.00128,0.0861,0.817,115.719,241547,4
967,8424,I Wanna Hear It From Your Lips,Eric Carmen,64guo7lFSrByLkkAo0zhyK,MISSING,0.702,0.538,0,-9.947,1,0.0396,0.333,7.26e-06,0.132,0.413,117.253,197347,4
968,8445,Love Your Love The Most,Eric Church,1ejsHmXBdf1RMLAmDQdFdh,MISSING,0.333,0.524,10,-6.788,1,0.0301,0.194,0,0.124,0.438,73.393,170387,4
969,8452,Stick That In Your Country Song,Eric Church,5lH14PEjAXYuMTz0Dd4L1D,MISSING,0.536,0.863,0,-5.081,0,0.0362,0.0658,0.172,0.118,0.405,89.979,228707,4
970,8480,Information,Eric Martin,4eAbPM05UqNYKhOuJZCxMV,MISSING,0.668,0.632,11,-14.534,0,0.0324,0.206,0,0.0393,0.947,100.915,231467,4
971,8486,Bomdigi,Erick Sermon,6tRh6OfYIZbZhq6uQVBaF3,MISSING,0.793,0.634,7,-9.744,1,0.326,0.00388,1.74e-05,0.0713,0.751,90.965,214133,4
972,8492,A Lover's Question,Ernestine Anderson,5jvoSEkufePngIRDfR6zlz,MISSING,0.718,0.244,10,-18.042,1,0.0607,0.777,0,0.193,0.928,123.526,138396,4
973,8494,The Charleston,Ernie Fields,41aUPKySPy8rxBAk6qDCM0,MISSING,0.766,0.662,0,-12.597,0,0.0683,0.157,0.888,0.055,0.964,95.175,136413,4
974,8496,In The Mood,Ernie Fields & Orch.,39pPHoo8C46od61yVBEh7E,MISSING,0.607,0.891,0,-8.905,1,0.0456,0.629,0.956,0.187,0.967,156.046,158267,4
975,8497,"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman,7ccG0AeqeU5YrCpWyAaQ7H,MISSING,0.844,0.427,9,-17.432,0,0.0504,0.424,1.33e-06,0.125,0.972,128.266,149173,4
976,8498,The Twist,Ernie Freeman,41P1mrjKY2e0jaWKjjqkEh,MISSING,0.647,0.648,5,-7.81,1,0.0359,0.719,0.0221,0.285,0.965,78.181,153707,4
977,8515,Thank You,Estelle,36qilu2idSkz767yL18Qrv,MISSING,0.565,0.717,11,-4.623,0,0.06,0.106,0,0.143,0.421,83.916,252013,4
978,8518,Cinderella Rockefella,Esther & Abi Ofarim,3uzei5pnh4Cbtz207FKjPT,MISSING,0.301,0.709,2,-10.568,1,0.205,0.661,2.17e-05,0.941,0.663,141.966,206312,4
979,8521,When A Woman Loves A Man,Esther Phillips,2PFqgzG65dvpdsdIkMzPkA,MISSING,0.458,0.548,0,-9.59,1,0.0262,0.571,0.00685,0.297,0.592,96.365,172573,3
980,8524,Mrs. Bluebird,Eternity's Children,4Eur5HL2hyJcMVAa9K5QQT,MISSING,0.444,0.451,6,-11.421,0,0.031,0.0228,0.396,0.141,0.711,121.849,197653,4
981,8534,Fools Rush In,Etta James,5MVlFGoBArEqXaxT9Caock,MISSING,0.618,0.284,0,-10.802,0,0.0341,0.885,0,0.235,0.737,126.224,119096,4
982,8535,I Got You Babe,Etta James,228jEjW3dgYStlF1JrZfdq,MISSING,0.625,0.783,10,-6.028,0,0.245,0.324,0.0176,0.277,0.843,99.125,148773,4
983,8556,I Need You,Euclid Beach Band,4FNeVWrfrDyluFTDnAqVbi,MISSING,0.558,0.436,10,-11.719,1,0.036,0.422,1.73e-05,0.0655,0.299,130.724,225307,4
984,8558,Pretty Girls Everywhere,Eugene Church and The Fellows,6nPZeggZRnNTMPbcEnrZml,MISSING,0.637,0.693,7,-7.168,1,0.0356,0.714,1.23e-05,0.174,0.964,138.362,174600,4
985,8584,Lost In Paradise,Evanescence,7c8unZeNL9gI6Go9DgGYpb,MISSING,0.266,0.571,8,-4.983,1,0.0376,0.0532,3.96e-06,0.073,0.104,113.059,282293,4
986,8586,What You Want,Evanescence,0uOo8xRtQ6okTZMR89ppVk,MISSING,0.569,0.929,11,-2.624,0,0.0762,0.00531,0,0.142,0.533,121.992,221360,4
987,8617,Missing,Everything But The Girl,79dD64QT2l64W12VkPGjvZ,MISSING,0.677,0.484,9,-10.506,0,0.0325,0.077,4.71e-05,0.134,0.696,123.534,247200,4
988,8618,Wrong,Everything But The Girl,68U5K7U8xSoiHmL4QboOE1,MISSING,0.797,0.544,10,-11.154,0,0.0476,0.00157,0.126,0.117,0.555,123.224,276693,4
989,8621,I Love Makin' Love To You,Evie Sands,4ZqzmbPVCzCL1mTBdY8cza,MISSING,0.78,0.636,0,-8.169,1,0.052,0.219,0.0283,0.0633,0.488,106.243,252067,4
990,8622,You Brought The Woman Out Of Me,Evie Sands,2ZWgfIzgvdmCSpCCPO7vcK,MISSING,0.704,0.693,4,-7.006,0,0.0273,0.0977,0.0107,0.123,0.87,115.774,221733,4
991,8623,Why Can't You Come Home,Ex-Girlfriend,7FT7qUTOQE4XO6PNZPE0av,MISSING,0.777,0.47,7,-13.376,1,0.0412,0.00754,7.29e-05,0.0648,0.712,103.452,348600,4
992,8628,As Long As I Can Dream,Expose,1NhtR7yMiPk4DFPGZ7riyR,MISSING,0.433,0.595,2,-9.454,1,0.0326,0.403,2.01e-06,0.4,0.496,138.834,290373,4
993,8630,I Wish The Phone Would Ring,Expose,4F9hvPzxqVW1Iwptrt2n3B,MISSING,0.678,0.76,6,-8.688,1,0.0517,0.0919,0.00111,0.0242,0.881,95.026,247560,4
994,8632,In Walked Love,Expose,4ENfuBZB2HtwR1w89CSfvK,MISSING,0.574,0.749,4,-8.316,1,0.0306,0.216,9.63e-06,0.388,0.529,115.174,293400,4
995,8646,"Don't Try To Fight It, Baby",Eydie Gorme,1KyarHZEJuMTbd9TEpzKVu,MISSING,0.557,0.654,10,-9.008,1,0.0314,0.723,0,0.569,0.896,149.732,139598,4
996,8647,Everybody Go Home,Eydie Gorme,6lDZ1IkvskgugmN41ksilw,MISSING,0.497,0.611,10,-9.336,1,0.0388,0.861,0,0.166,0.766,100.963,183954,4
997,8649,I Want You To Meet My Baby,Eydie Gorme,2lvg2ZZ9nPyIRK4hsA7AtB,MISSING,0.506,0.767,8,-5.668,1,0.0332,0.283,2.32e-05,0.161,0.746,78.589,139253,4
998,8651,Tonight I'll Say A Prayer,Eydie Gorme,2iNfDmKtgvrK120J8DP9KF,MISSING,0.467,0.272,2,-13.337,1,0.032,0.537,0,0.449,0.322,67.024,198640,4
999,8660,Come On And Get Me,Fabian,6Tyrmj5i0sIDv03DQzSO12,MISSING,0.376,0.736,7,-8.723,1,0.0388,0.171,6.89e-05,0.327,0.814,125.425,116827,1
1000,8661,Got The Feeling,Fabian,2SCsbNJPm5SRulCELMPtow,MISSING,0.634,0.75,7,-10.333,0,0.0434,0.593,0.000557,0.0882,0.961,172.431,130773,4
1001,8662,Hound Dog Man,Fabian,3BmaaYnFoZc9I8zTaYNUCc,MISSING,0.666,0.781,2,-8.287,1,0.0659,0.53,0,0.324,0.625,106.843,131613,4
1002,8664,Kissin' And Twistin',Fabian,6Woda585XgCBFLd8Pwaj3V,MISSING,0.605,0.669,5,-8.183,1,0.0354,0.845,0.000544,0.0855,0.971,149.924,157022,4
1003,8665,String Along,Fabian,7jtMOS6IaTcvVW75m7w7au,MISSING,0.579,0.708,2,-7.44,1,0.0305,0.871,1.57e-05,0.0844,0.963,105.517,141401,4
1004,8666,This Friendly World,Fabian,28dayp6MUbKqfOACiOnB9S,MISSING,0.568,0.293,11,-13.802,0,0.0293,0.886,2.14e-05,0.134,0.626,103.485,122213,4
1005,8667,Tiger,Fabian,79XxOR7ZN4gPgw7Vo7H816,MISSING,0.589,0.842,7,-10.213,1,0.0399,0.787,1.63e-06,0.626,0.951,166.046,151093,4
1006,8684,Mirror Star,Fabulous Poodles,3cGWZDPMbPIR5o12o9bTZL,MISSING,0.628,0.487,2,-9.421,1,0.0651,0.22,0,0.0488,0.496,131.208,272947,4
1007,8685,10/9/2008,Face To Face,1QZuNIwnUChRn8zsZM6qkl,MISSING,0.731,0.798,6,-8.004,0,0.0432,0.0135,0.0084,0.252,0.766,119.723,234560,4
1008,8688,Sometimes,Facts Of Life,5v2wooHJc7meFpt80x7lpQ,MISSING,0.441,0.56,10,-6.587,1,0.0518,0.239,0.000153,0.0936,0.591,187.903,224200,3
1009,8690,Dancin' Shoes,Faith Band,4m6n7fgjS1mP5FjLGeGoF8,MISSING,0.421,0.371,2,-10.139,1,0.0282,0.421,0,0.118,0.526,99.419,275540,3
1010,8704,Come Home,Faith Hill,7IALMJlkjCSc0brxaQnCbV,MISSING,0.419,0.8,2,-3.675,1,0.0398,0.094,0,0.291,0.265,148.133,338053,4
1011,8724,Baby Don't Take Your Love,"Faith, Hope And Charity",5fAubzIthzSyeTKcDMYoBF,MISSING,0.585,0.875,0,-6.243,0,0.0399,0.497,0,0.131,0.862,99.13,172773,4
1012,8725,So Much Love,"Faith, Hope And Charity",1tEtX4jn9JPQwwGsW6oVwj,MISSING,0.581,0.919,4,-5.244,0,0.0781,0.567,0,0.635,0.713,126.742,191627,4
1013,8751,Touch Me,Fancy,6E0UZPCoy7wU8ioe5U5l4J,MISSING,0.727,0.598,4,-11.631,1,0.144,0.275,0.000101,0.0647,0.726,121.949,230893,4
1014,8752,Wild Thing,Fancy,2XoBbmK4ApABtVWQBpSEbT,MISSING,0.775,0.607,2,-14.264,1,0.243,0.114,0.321,0.061,0.337,104.048,177440,4
1015,8754,Butter Boy,Fanny,40IuvnynqaBdmmR0o0JOqm,MISSING,0.652,0.636,10,-8.75,1,0.0529,0.261,9.43e-05,0.089,0.413,131.041,206253,4
1016,8758,Bittersweet,Fantasia,7lDO0HIPCt63UJj5b20Dft,MISSING,0.74,0.81,8,-5.231,1,0.0755,0.0266,2.4e-05,0.0433,0.436,129.972,236640,4
1017,8764,Alvin Stone (The Birth & Death Of A Gangster),Fantastic Four,0vYlwtL5eaMpLnFNM6Q49C,MISSING,0.647,0.723,8,-8.957,1,0.0866,0.0616,2.03e-06,0.157,0.941,123.523,408149,4
1018,8779,Pepas,Farruko,5fwSHlTEWpluwOM0Sxnh5k,MISSING,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
1019,8784,"Louie, Louie",Fat Boys,2nF2qipJgHQvZYtFmrSoQ7,MISSING,0.789,0.726,2,-10.036,1,0.051,0.098,0,0.0852,0.928,121.815,251200,4
1020,8785,The Twist,Fat Boys,5Klgx19dxRpzMlNusBv2r0,MISSING,0.676,0.811,4,-9.647,1,0.0824,0.026,1.28e-05,0.28,0.942,156.636,248240,4
1021,8806,Before I Grow Too Old,Fats Domino,46HWAi2wZzWQaRuSuX7Kdu,MISSING,0.364,0.647,5,-5.469,1,0.0394,0.202,0,0.114,0.829,71.602,152101,4
1022,8807,Coquette,Fats Domino,3wVRC7XGgay0BoYiDsA5KP,MISSING,0.435,0.526,0,-5.748,1,0.0254,0.805,0,0.264,0.686,85.705,149038,4
1023,8809,Dance With Mr. Domino,Fats Domino,5eJdl6XK4Wl2quCokGkT86,MISSING,0.632,0.781,5,-3.296,1,0.0589,0.233,0,0.0646,0.884,91.94,117184,4
1024,8810,Did You Ever See A Dream Walking,Fats Domino,6NVf2Bfbes8gTEmkYJn0Hp,MISSING,0.586,0.626,2,-4.69,1,0.0279,0.469,2.22e-05,0.169,0.798,132.209,103301,3
1025,8812,Fell In Love On Monday,Fats Domino,3diYOnXDyWau7JJNG76u3c,MISSING,0.587,0.54,5,-6.843,1,0.0257,0.104,0,0.131,0.871,110.221,115947,3
1026,8817,I'm Ready,Fats Domino,6By3G8umPjG21MBoqMw55d,MISSING,0.59,0.811,0,-7.323,1,0.0508,0.766,0.0319,0.186,0.962,172.83,124627,4
1027,8819,Ida Jane,Fats Domino,1TlARCew3Q8m3farPiLOhq,MISSING,0.365,0.612,8,-8.867,1,0.0317,0.648,0.00981,0.335,0.962,177.075,133933,4
1028,8820,If You Need Me,Fats Domino,1q4cr08OS9XyPNQUwanpAz,MISSING,0.563,0.486,8,-5.128,0,0.0253,0.33,0,0.0673,0.643,78.539,109065,4
1029,8826,Little Mary,Fats Domino,2xP7HSzLjtJsbuW7noNoeL,MISSING,0.677,0.83,0,-5.583,1,0.0418,0.253,0,0.307,0.745,153.252,119125,4
1030,8829,My Real Name,Fats Domino,50O2i8HRJIeBtnqpqlqRZh,MISSING,0.687,0.435,10,-13.607,1,0.0369,0.735,0.001,0.125,0.969,92.215,139533,4
1031,8831,Nothing New (Same Old Thing),Fats Domino,3WgjedKdtPCwsA2qJ3IK0o,MISSING,0.564,0.383,3,-9.386,1,0.0253,0.833,8.38e-06,0.0506,0.66,100.521,129227,3
1032,8833,Red Sails In The Sunset,Fats Domino,2dCZIytqWZEKdup6XPDmn4,MISSING,0.412,0.881,8,-5.51,1,0.0313,0.602,1.01e-05,0.338,0.963,131.604,110053,1
1033,8834,Rockin' Bicycle,Fats Domino,2qojdxBpaNKax8g6IjlTtq,MISSING,0.505,0.892,0,-3.363,1,0.0313,0.0911,0,0.32,0.962,153.331,124389,4
1034,8837,Tell Me That You Love Me,Fats Domino,5RYItPEl75isM353L7BU71,MISSING,0.563,0.825,10,-6.055,1,0.0424,0.126,0,0.0705,0.972,147.152,122339,3
1035,8842,What A Party,Fats Domino,2EaNeD8FL9wZHegWO4lgjw,MISSING,0.554,0.72,5,-7.735,1,0.0422,0.608,1.28e-05,0.438,0.961,96.057,112960,4
1036,8847,You Win Again,Fats Domino,4RAWjh2sQvEOWimtJYrA45,MISSING,0.243,0.627,8,-10.885,1,0.0527,0.629,0.0016,0.415,0.624,129.111,101001,4
1037,8848,Young School Girl,Fats Domino,69rgUrLEaNkKKzVTujRVrm,MISSING,0.48,0.476,3,-6.558,1,0.0303,0.211,0,0.0673,0.801,105.17,115040,4
1038,8851,Friends,Feather,0uYFCsa9egCxn8HbIsnqk5,MISSING,0.39,0.351,4,-8.521,1,0.0264,0.785,0.0132,0.121,0.222,88.108,257320,4
1039,8852,Take Me Away,Fefe Dobson,2Cvdv8AWXuikxnLrMs5I13,MISSING,0.588,0.916,1,-4.573,0,0.0373,0.00179,0.000646,0.295,0.768,110.045,209707,4
1040,8853,1234,Feist,6mEv7MP8EB4mdPJUoPtvmB,MISSING,0.709,0.481,2,-7.552,1,0.0543,0.25,2.7e-06,0.0825,0.654,109.955,183667,4
1041,8854,It May Be Winter Outside (But In My Heart It's Spring),Felice Taylor,0xTkZjpIAGYvK1gvUmvIMT,MISSING,0.458,0.665,0,-6.113,1,0.0442,0.635,0.0265,0.0815,0.705,131.285,171533,4
1042,8857,The Fanatic,Felony,1Iq2pmpj7yRb0sqhM6goA4,MISSING,0.471,0.602,7,-12.614,1,0.0655,0.0218,0.00721,0.0596,0.715,176.001,216712,4
1043,8865,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",4fjuB3sxvaknae1wkNTIcm,MISSING,0.704,0.609,5,-4.602,1,0.302,0.0228,0.000509,0.375,0.704,130.076,230467,4
1044,8869,(Love Theme From) One Eyed Jacks,Ferrante & Teicher,28qZeiMU8MFfeTnABYnbiR,MISSING,0.469,0.299,0,-13.989,1,0.0268,0.855,0.926,0.312,0.256,93.991,183293,4
1045,8870,"(Theme From) ""Goodbye Again""",Ferrante & Teicher,2vMoxB1zamCbINFSJCWDR8,MISSING,0.405,0.376,2,-9.691,0,0.0285,0.871,0.832,0.129,0.199,94.612,194253,4
1046,8874,Lisa,Ferrante & Teicher,019zImMXR64QCnrZhxf4nX,MISSING,0.476,0.49,7,-12.221,0,0.0264,0.588,0.0433,0.0673,0.491,76.425,176720,4
1047,8876,Smile,Ferrante & Teicher,2F9IwBD6UundkxhbIBbZiq,MISSING,0.377,0.397,0,-11.365,1,0.0267,0.786,0.758,0.367,0.433,146.901,151813,4
1048,8877,Theme From Lawrence Of Arabia,Ferrante & Teicher,09kixfTUpveVl2jl8acen9,MISSING,0.421,0.294,7,-13.615,1,0.0276,0.647,0.0583,0.104,0.411,181.614,158013,4
1049,8879,Tonight,Ferrante & Teicher,63Y4Eq4lYDDZyqEFa6O44d,MISSING,0.523,0.286,7,-12.784,1,0.0249,0.668,0.605,0.199,0.229,103.84,181653,4
1050,8883,Jimmy Choo,Fetty Wap,7s49Um7G06hq2rulrHPsIy,MISSING,0.893,0.646,11,-5.073,0,0.1,0.112,0,0.104,0.468,132.97,176855,4
1051,8886,Wake Up,Fetty Wap,6BOtDFg6GJm0rPUDuNmx57,MISSING,0.647,0.673,5,-5.992,1,0.176,0.172,0,0.223,0.527,179.971,224000,4
1052,8902,Hey Man Nice Shot,Filter,1IyHPt3b6BrhdMwNyk0VM0,MISSING,0.48,0.588,2,-10.773,1,0.0339,0.00213,0.712,0.319,0.305,177.018,314440,4
1053,8904,Where Do We Go From Here,Filter,0iU9Qfn7hoJHbBleOaMOAt,MISSING,0.501,0.785,7,-6.205,1,0.0329,0.000273,0.0123,0.36,0.211,94.109,334933,4
1054,8918,Torquay,Fireballs,4DTXyI7aqUQ7fPPI6MG0dk,MISSING,0.639,0.865,0,-10.253,1,0.0392,0.12,0.858,0.119,0.969,157.64,116360,4
1055,8939,Armed And Extremely Dangerous,First Choice,2WevP4IdbVQ80XrPWJsVR9,MISSING,0.623,0.691,5,-13.879,0,0.0474,0.0184,7.92e-05,0.416,0.823,123.28,171000,4
1056,8941,Newsy Neighbors,First Choice,2Aeg4mP0pvoRwSdMsV3FoT,MISSING,0.742,0.553,0,-13.532,1,0.0505,0.202,2.03e-06,0.0515,0.844,127.207,205960,4
1057,8942,Smarty Pants,First Choice,4PkRxS9JeMczXQSXOVeBjn,MISSING,0.72,0.715,7,-14.355,0,0.262,0.369,0,0.0928,0.359,113.862,159067,4
1058,8945,Funny How Love Can Be,First Class,56QokNaCTNV0qkcKXAicPV,MISSING,0.342,0.486,0,-11.248,1,0.0358,0.0913,0,0.224,0.72,201.005,180214,4
1059,8955,Do What You Wanna Do,Five Flights Up,23jlbDsVtErIax2XSaZDHW,MISSING,0.555,0.377,1,-11.634,1,0.0278,0.6,0,0.147,0.415,75.822,153160,4
1060,9013,How I Feel,Flo Rida,3et1SjQkOhOSUl9vzfDzlx,MISSING,0.637,0.955,7,-1.691,0,0.112,0.106,0,0.422,0.613,127.985,169557,4
1061,9016,Right Round,Flo Rida,1GTC0gBd5B8YmVf3tRl9Ln,MISSING,0.453,0.975,7,-3.074,1,0.291,0.0518,1.57e-06,0.223,0.155,129.174,202680,4
1062,9019,Cake,Flo Rida & 99 Percent,6BOdGGWjwA31cohADkD5LV,MISSING,0.685,0.947,2,-2.646,1,0.055,0.034,3.67e-06,0.302,0.545,110.024,170182,4
1063,9062,Hot Pepper,Floyd Cramer,5fVEGr5djSofvIQOgyLkUS,MISSING,0.634,0.962,7,-3.918,1,0.0375,0.385,0.773,0.0527,0.977,85.548,129802,4
1064,9065,Let's Go,Floyd Cramer,5ZdiKmM2pcxWnUDM0xYjhl,MISSING,0.703,0.669,0,-16.355,1,0.0603,0.838,0.932,0.0445,0.962,76.862,152019,4
1065,9087,Recovery,Fontella Bass,0bJrWYVfCpObiOpeN0TUOW,MISSING,0.705,0.468,11,-6.977,0,0.0363,0.627,0,0.0942,0.836,124.418,150800,4
1066,9089,Safe And Sound,Fontella Bass,2FGnxdx61AQcOupUx7Sk5p,MISSING,0.713,0.522,6,-6.009,0,0.0392,0.556,1.18e-05,0.0696,0.946,123.342,160987,4
1067,9102,"Rain, Oh Rain",Fools Gold,0JHKa7kPtfEiSw7zXKVuSz,MISSING,0.709,0.647,10,-9.579,1,0.0291,0.137,0.000116,0.211,0.775,121.733,282387,4
1068,9104,You Don't Know Nothin',For Real,6eEKu9NNY9rXc3GEs2dFft,MISSING,0.748,0.185,2,-10.771,0,0.0527,0.951,0,0.206,0.41,119.826,229493,4
